GitHub com login,GitHub com name,Enterprise server user ids,GitHub com user,Enterprise server user,Visual studio subscription user,License type,GitHub com profile,GitHub com member roles,GitHub com enterprise roles,GitHub com verified domain emails,GitHub com saml name,GitHub com orgs with pending invites,GitHub com two factor auth,GitHub com two factor auth required by date,GitHub com cost center,Enterprise server primary emails,Visual studio license status,Visual studio subscription email,Total user accounts
Smaska6661,Sonnyblack661,"",true,false,false,Enterprise,https://github.com/Smaska6661,Sonnyblack66258:Owner,"Owner, Member","",,"",false,,,"",,,1
